"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_EQ|INE079A01024","500425","AMBUJACEM","AMBUJA CEMENTS LTD","685.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE184E01024","500426","UTLINDS","UTL INDUSTRIES LIMITED","4.61","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE037A01022","500429","UNIENTER","UNIPHOS ENTERPRISES LTD","172.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0BTV15196","959182","FBRT1024","FBRTZC11024PTC","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0BTV15220","959185","FBRT725","FBRT8591725PTC","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE639K01016","533202","SATCH","SATCHMO HOLDINGS LIMITED","3.86","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE747K01017","533203","TARAPUR","TARAPUR TRANSFORMERS LTD","13.61","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE002L01015","533206","SJVN","SJVN LTD","142.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE701A01023","500439","VHL","VARDHMAN HOLDINGS LTD","4102.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE038A01020","500440","HINDALCO","HINDALCO INDUSTRIES LTD","698.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07AW7","959193","738NHPC29","NHPC738030129PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE798K01010","533210","KRITINUT","KRITI NUTRIENTS LTD","108.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE976A01021","500444","WSTCSTPAPR","WEST COAST PAPER MILLS LIMITED","715.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028A08208","959198","784BOB35","BOB78415135PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF251K01282","533215","FFTF17BGR","FORTIS MUTUAL FUND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE048A01011","500449","HOCL","HINDUSTAN ORGANIC CHEMICALS LT","45.07","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE844C01027","500450","MPILCORPL","MPIL CORPORATION LTD","655.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08KK4","959206","786PFCL30","PFCL78612430PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818B01023","500456","PASUPTAC","PASUPATI ACRYLON LTD","40.31","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE683A08051","959209","1375SIBPER","SIBL1375PERPPVT","107100.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE601A01017","500458","KORE","KORE FOODS LIMITED","7.79","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE179A01014","500459","PGHH","PROCTER  GAMBLE HYGIENE  HEA","16576.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE304A01026","500460","MUKANDLTD","MUKAND LTD","168.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE933K01021","533229","BAJAJCON","BAJAJ CONSUMER CARE LIMITED","264.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF179KC1981","533230","HDFCGOLD","HDFC MUTUAL FUND  HDFC GOLD E","63.29","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE676A01027","500463","BBOX","BLACK BOX LIMITED","392.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE139B01016","500464","UCAL","UCAL LIMITED","177.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE544A01019","500467","HARRMALAYA","HARRISONS MALAYALAM LTD","218.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE171A01029","500469","FEDERALBNK","FEDERAL BANK LTD","186.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE081A01020","500470","TATASTEEL","TATA STEEL LTD","174.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE696K01024","533239","PRAKASHSTL","PRAKASH STEELAGE LTD","9.45","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE640A01023","500472","SKFINDIA","SKF INDIA LTD","6387.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE238A08468","959227","765ABL27","ABL765300127PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF109KC1NT3","533244","GOLDIETF","ICICI PRUDENTIAL GOLD ETF","63.39","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE208A01029","500477","ASHOKLEY","ASHOK LEYLAND LTD","229.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE015L07725","959230","EARCL31120","EARCLNIFTY24130PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE298A01020","500480","CUMMINSIND","CUMMINS INDIA LTD","4132.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE008A08V59","959233","95IDBIBL30","IDBIBL9503230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE151A01013","500483","TATACOMM","TATA COMMUNICATIONS LTD","1888.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE389K01018","533252","WELINV","WELSPUN INVESTMENTS AND COMMER","830.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN4520240065","811008","743TGNSDL41","743TGNSDL41","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE358A01014","500488","ABBOTINDIA","ABBOTT INDIA LTD","27840.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE118A01012","500490","BAJAJHLDNG","BAJAJ HOLDINGS  INVESTMENT LT","9639.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE019J01013","533259","SASTASUNDR","SASTASUNDAR VENTURES LIMITED","372.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE521J01018","533260","CAREERP","CAREER POINT LTD","389.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE465A01025","500493","BHARATFORG","BHARAT FORGE LTD","1672.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE874I01013","533262","RAMKY","RAMKY INFRASTRUCTURE LTD","618.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE042A01014","500495","ESCORTS","ESCORTS KUBOTA LIMITED","4129.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE103A08035","959250","775MRPL30","MRPL775290130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE068L01024","533267","CANTABIL","CANTABIL RETAIL INDIA LTD","256.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE253A01025","500500","HINDMOTORS","HINDUSTAN MOTORS LTD","33.01","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE956G01038","533269","WABAG","VA TECH WABAG LTD","1316.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE844K01012","533270","BEDMUTHA","BEDMUTHA INDUSTRIES LTD","235.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE442H01029","533271","ASHOKA","ASHOKA BUILDCON LTD","231.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE209L01016","533272","JWL","JUPITER WAGONS LIMITED","730.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE093I01010","533273","OBEROIRLTY","OBEROI REALTY LTD","1784.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE811K01011","533274","PRESTIGE","PRESTIGE ESTATES PROJECTS LTD","1818.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE482J01021","533275","SHAH","SHAH METACORP LIMITED","4.17","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE018A01030","500510","LT","LARSEN  TOUBRO LTD","3628.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE024L01027","533282","GRAVITA","GRAVITA INDIA LTD","1419.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE324L01013","533284","RPPINFRA","RPP INFRA PROJECTS LTD","145.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE245L01010","533285","RDBRIL","RDB REALTY  INFRASTRUCTURE LT","149.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE490G01020","533286","MOIL","MOIL LTD","542.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE565L01011","533287","ZEELEARN","ZEE LEARN LTD","8.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE101A01026","500520","M&M","MAHINDRA  MAHINDRA LTD","2882.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE096L01025","533289","KTIL","KESAR TERMINALS  INFRASTRUCTU","117.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08BZ9","959275","727NABAR30","NABARD72714230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE619I01012","533292","A2ZINFRA","A2Z INFRA ENGINEERING LIMITED","21.65","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE146L01010","533293","KIRLOSENG","KIRLOSKAR OIL ENGINES LTD","1392.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE722J01012","533294","RKDL","RAVI KUMAR DISTILLERIES LTD","30.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE608A01012","533295","PSB","PUNJAB  SIND BANK","59.13","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE360L01017","533296","FMNL","FUTURE MARKET NETWORKS LTD","6.96","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE615R07083","975563","13TFL27","TFL1328327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE272L01022","533298","SURANASOL","SURANA SOLAR LTD","39.79","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07AY3","959284","713NHPCL26","NHPCL71311226PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE268L01020","533301","SPYL","SHEKHAWATI POLYYARN LTD","5.06","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE029L01018","533302","KICL","KALYANI INVESTMENT COMPANY LTD","6533.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE878K01010","533303","BFINVEST","BF INVESTMENT LTD","670.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07BC7","959288","713NHPCL30","NHPCL71311230PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E08536","957236","774PGCIL31","PGCIL774121231PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE519C01017","533306","SUMMITSEC","SUMMIT SECURITIES LTD","1929.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE342A01018","500540","PREMIER","PREMIER LTD","4.79","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E08544","957237","774PGCIL32","PGCIL774101232PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE883F07025","953948","940AHFL26","AHFL940050526PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN2920240065","811010","741RJSDL34","741RJSDL34","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE029A01011","500547","BPCL","BHARAT PETROLEUM CORPORATION L","306.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE577L01016","533316","STEL","STEL HOLDINGS LIMITED","452.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE474L01016","533317","OMKARCHEM","OMKAR SPECIALITY CHEMICALS LTD","6.95","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE003A01024","500550","SIEMENS","SIEMENS LTD","7887.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE645L01011","533320","JUBLINDS","JUBILANT INDUSTRIES LTD","1595.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE296A07RD1","959307","76BFL30","BFL760110230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08690","959308","74HDFCB30","HDFCB740280230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE621L01012","533326","TEXRAIL","TEXMACO RAIL  ENGINEERING LTD","273.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE641O07185","958313","925PCHFL25","PCHFL92531028PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE537P07513","959312","835IIL25","IIL83525825PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE611L01021","533329","INDTERRAIN","INDIAN TERRAIN FASHIONS LTD","75.63","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE018E08193","959314","74SCPSL25","SBICPS740250225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE155A08415","959316","85TML27","TML85029127PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE045J01026","533333","FCL","FINEOTEX CHEMICAL LTD","387.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE320L01011","533336","DHUNINV","DHUNSERI INVESTMENTS LTD","1348.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE155A01022","500570","TATAMOTORS","TATA MOTORS LTD","993.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE251B01027","533339","ZENTEC","ZEN TECHNOLOGIES LTD","1409.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D07TL0","959324","745MMFS24","MMFSL745111224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D07TM8","959325","775MMFS30","MMFSL775050320PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE226A01021","500575","VOLTAS","VOLTAS LTD","1451.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE560K01014","533344","PFS","PTC INDIA FINANCIAL SERVICES L","49.74","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE242A08452","959337","639IOCL25","IOCL6396325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08KM0","959338","741PFCL30A","PFCL74115530PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE04VS07313","974681","975OFSL25","OFSL97519325","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE377Y08100","959353","77BHFL35","BHFL7709335PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE094A08069","959354","703HPCL30","HPCL70312430PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08CB8","959355","6NABARD30","NABARD6878330PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF247L01AP3","533385","MON100","MOTILAL OSWAL MOST SHARES NASD","165.97","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE017A01032","500620","GESHIP","GREAT EASTERN SHIPPING COLTD","1267.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE457A08050","959374","87BOM30","BOM876330PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE860H07IG1","974472","792ABFL27","ABFL792271227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07BD5","959378","689NHPCL26","NHPCL68911326PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07BE3","959379","689NHPCL27","NHPCL68911327PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07BG8","959380","689NHPCL28","NHPCL68910328PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07BH6","959381","689NHPCL29","NHPCL6899329PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE414G01012","533398","MUTHOOTFIN","MUTHOOT FINANCE LTD","1809.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE220J01025","533400","FCONSUMER","FUTURE CONSUMER LIMITED","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08CR3","959386","825REC30","RECL82526330PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F07CB1","959389","699IRFC25","IRFC69919325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE672K01025","533407","CNOVAPETRO","CIL NOVA PETROCHEMICALS LTD","31.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF209KB18D3","533408","BSLGOLDETF","ADITYA BIRLA SUN LIFE MUTUAL F","64.96","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE501A01019","500645","DEEPAKFERT","DEEPAK FERTILISERS  PETROCHEM","757.75","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE906B07HO1","959398","782NHAI35","NHAI78230335PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01CS1","533417","KTKFMP46G","KOTAK MAHINDRA MUTUAL FUND  K","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE369A01029","500650","EXCELINDUS","EXCEL INDUSTRIES LTD","1197.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE291A01017","500655","GRWRHITECH","GARWARE HITECH FILMS LIMITED","2537.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE932K01015","533427","VMS","VMS INDUSTRIES LTD","43.74","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE159A01016","500660","GLAXO","GLAXOSMITHKLINE PHARMACEUTICAL","2535.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01CX1","533429","KTKFMP48D","KOTAK MAHINDRA MUTUAL FUND  K","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE113A01013","500670","GNFC","GUJARAT NARMADA VALLEY FERTILI","713.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE234A01025","500672","NOVARTIND","NOVARTIS INDIA LTD","1137.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE058A01010","500674","SANOFI","SANOFI INDIA LTD","6582.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE002A08617","959428","74RIL25","RIL74025425PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE182A01018","500680","PFIZER","PFIZER LTD","4618.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE725L01011","533451","KARMAENG","KARMA ENERGY LTD","70.59","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE726L01019","533452","DELPHIFX","DELPHI WORLD MONEY LIMITED","231.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE026A01025","500690","GSFC","GUJARAT STATE FERTILIZERS  CH","243.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE030A01027","500696","HINDUNILVR","HINDUSTAN UNILEVER LTD","2547.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE537P07539","959449","825IIL25","IIL82520625PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE573K01017","533470","RUSHIL","RUSHIL DECOR LTD","344.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07BJ2","959456","68NHPC26","NHPC LIMITED","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07BL8","959458","68NHPCL28","NHPC LIMITED","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE848E07BM6","959459","68NHPCL29","NHPC LIMITED","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08BL8","958629","86REC29","RECL8608329PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE130L01014","533477","ENKEIWHEL","ENKEI WHEELS INDIA LTD","671.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE133A01011","500710","AKZOINDIA","AKZO NOBEL INDIA LIMITED","2940.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01DF6","533479","KTKFMP52D","KOTAK MAHINDRA MUTUAL FUND  K","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE524L01026","533482","KRIDHANINF","KRIDHAN INFRA LIMITED","4.22","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE202E07245","956136","812IREDA27","IREDA812240327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08KQ1","959473","74PFCL30","PFCL7408530PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE139E01028","542206","NIVAKA","NIVAKA FASHIONS LIMITED","4.3","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08KR9","959478","768PFCL30","PFCL76815730PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE163A01018","500730","NOCIL","NOCIL LTD","305.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE224M01013","533499","BGLOBAL","BHARATIYA GLOBAL INFOMEDIA LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE202E08060","959484","774IREDA30","IREDA7748530PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE878H01024","533506","INVENTURE","INVENTURE GROWTH  SECURITIES","2.8","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE128S07424","959493","1275FSBF26","FSBFL127513526PVT","0.0","",,"0.01","100000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE071G07330","959496","8IHFCL30","IHFCL824530PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08KU3","959502","779PFCL30","PFCL77922730PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE498L01015","533519","LTF","LT FINANCE LIMITED","189.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE126M01010","533520","YAARI","YAARI DIGITAL INTEGRATED SERVI","10.27","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174KA1NF4","543877","KTKFMP308RI","KOTAK MAHINDRA MUTUAL FUND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01DK6","533526","KTKFMP55G","KOTAK MAHINDRA MUTUAL FUND  K","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF174K01DL4","533527","KTKFMP55D","KOTAK MAHINDRA MUTUAL FUND  K","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE514Q08021","959515","165PFSPL25","PFSPL16516625PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE031A08806","959516","675HUDCO30","HUDCO67529530PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE003L07077","959411","1425EPDP30","EPDPL14252330PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|IN1520230237","810984","763GJ34","763GUJSDL34","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE092A01019","500770","TATACHEM","TATA CHEMICALS LTD","1101.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040M01013","533540","TREEHOUSE","TREE HOUSE EDUCATION  ACCESSO","26.12","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE650L01011","533543","BROOKS","BROOKS LABORATORIES LTD","86.96","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE148A01019","500777","TNPETRO","TAMILNADU PETROPRODUCTS LTD","96.87","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE217A01012","500780","ZUARIIND","ZUARI INDUSTRIES LIMITED","388.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF204KC1923","543691","W8DP","NIPPON INDIA MUTUAL FUND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE895B01021","533552","RUPA","RUPA  COMPANY LTD","284.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE419M01027","533553","TDPOWERSYS","T D POWER SYSTEMS LTD","408.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE239A01024","500790","NESTLEIND","NESTLE INDIA LTD","2573.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE003L07069","959412","15EPDPL30","EPDPL152330PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE071G08AH0","959550","802IHFCL30","IHFCL80210630PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE192A01025","500800","TATACONSUM","TATA CONSUMER PRODUCTS LIMITED","1137.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE248U07DV2","974688","ONEGSEC33","360ONEPLGSEC11333PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF846K01W80","533570","AXISGOLD","AXIS MUTUAL FUND  AXIS GOLD E","61.96","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE901L01018","533573","APLLTD","ALEMBIC PHARMACEUTICALS LTD","985.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE590L01019","533576","VASWANI","VASWANI INDUSTRIES LTD","34.8","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE457L01011","533581","PGEL","PG ELECTROPLAST LTD","3693.2","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F07CD7","959566","69IRFC35","IRFC6905635PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I08537","959570","83LTF30","LTF83010630PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE021A01026","500820","ASIANPAINT","ASIAN PAINTS LTD","2935.75","",,"0.05","1","EQUITY",,"BSE_EQ"
