"instrument_key","exchange_token","tradingsymbol","name","last_price","expiry","strike","tick_size","lot_size","instrument_type","option_type","exchange"
"BSE_EQ|INE935Q07038","958280","1015FSCS24","FSCSL101526924PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE216A01030","500825","BRITANNIA","BRITANNIA INDUSTRIES LTD","5547.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08815","959581","725HDFCB30","HDFCB72517630PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE259A01022","500830","COLPAL","COLGATEPALMOLIVE INDIA LTD","2908.35","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE01I507166","936900","1175KAFL24","KAFL117511024NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE050L01048","533602","LESHAIND","LESHA INDUSTRIES LTD","3.87","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE023M01027","533605","SETUINFRA","SETUBANDHAN INFRASTRUCTURE LIM","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE230A01023","500840","EIHOTEL","EIH LTD","429.6","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE140A07732","974653","875PEL26","PEL87529526PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053A01029","500850","INDHOTEL","INDIAN HOTELS COLTD","613.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE031A07AS6","935672","729HUDCO26","HUDCO72915326TAXFREENCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE440L01017","533629","TIJARIA","TIJARIA POLYPIPES LTD","17.2","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE912L01015","533632","ONELIFECAP","ONELIFE CAPITAL ADVISORS LTD","17.05","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE414G07ET1","959620","95MFL25A","MFL95018625PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE172A01027","500870","CASTROLIND","CASTROL INDIA LTD","251.55","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE154A01025","500875","ITC","ITC LTD","433.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE899L01030","533644","UEL","UJAAS ENERGY LIMITED","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE438A01022","500877","APOLLOTYRE","APOLLO TYRES LTD","524.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE482A01020","500878","CEATLTD","CEAT LTD","2693.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08CH5","959637","679NABAR35","NABARD67925635PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE152M01016","533655","TRITURBINE","TRIVENI TURBINE LTD","634.05","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE832A01018","500890","MODIRUBBER","MODI RUBBER LTD","97.31","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE296A07SH0","974691","808BFL33","BFL80821333PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE735W08038","959644","125USFB27","USFB12526627PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE416P07023","959646","18SEL25","SEL1831325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE337M01013","533676","INDOTHAI","INDO THAI SECURITIES LTD","284.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE055A08029","974571","797CTIL26","CTIL79730126PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I07EO1","959666","81LTF30","LTF8128630PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE486H08054","973684","640KFL24","KFL640281224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE202E07252","956143","805IREDA27","IREDA80529327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE122M01019","533704","ESSARSHPNG","ESSAR SHIPPING LTD","54.79","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE029A08065","959690","611BPCL25","BPCL6116725PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE183A01024","500940","FINPIPE","FINOLEX INDUSTRIES LTD","323.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE244P07037","959701","17PED27","PED1731327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF397L01554","533719","LICMFGOLD","IDBI MUTUAL FUND  IDBI GOLD E","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F07CQ9","959712","673IRFC35","IRFC6736735PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE537P07562","959721","75IIL25","IIL7530625PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE833M07034","959728","18NREPL27","NREPL1831327PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE452W01019","542248","DECCAN","DECCAN HEALTH CARE LIMITED","35.5","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE197P07227","958287","995AKCF25","AKCFL99518925PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE414G07HW8","974694","865MFL26","MFL86523326PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE702C01027","533758","APLAPOLLO","APL APOLLO TUBES LTD","1569.65","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE390G01014","533761","GPTINFRA","GPT INFRAPROJECTS LTD","157.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE950O07362","959750","775MRHFL25","MRHFL77515725PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE537P07570","959754","857IIL30","IIL85715730PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028A08216","959756","825BOBPER","BOB825PERPETUALPVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE178A08029","959760","578CPCL25","CPCL57817725PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I07ER4","959762","795LTF25","LTF79528725PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I08545","959780","815LTF30","LTF81519730PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F07CR7","959790","641IRFC31","IRFC64111431PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE414G07HX6","974696","865MFL27A","MFL86523927PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08CZ6","959794","59REC25","RECL59031325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE733E08155","959799","629NTPC31","NTPC62911431PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE028A08224","959800","85BOBPERP","BOB85PERPETUALPVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE242A08478","959806","54IOCL25","IOCL5411425PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08KX7","959818","577PFCL25","PFCL577110425PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08KY5","959820","688PFCL31","PFCL688110431PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE160A08159","959823","725PNB30","PNB72529730PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE812V07039","959827","719THDC30","THDCIL71924730PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE031A08814","959829","535HUDC25","HUDC53511425PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE589A08027","959834","534NLCI25","NLCIL53411425PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08CI3","959838","547NABAR25","NABARD54711425PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08CJ1","959839","645NABAR31","NABARD64511431PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INF740KA1RI4","543661","D1246267DG","DSP MUTUAL FUND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E08684","974698","752PGCIL33","PGCIL75223333PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE540P07160","956149","848UPPCL26","UPPCL848130326PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE371U01015","501110","SUNRINV","SUNRISE INDUSTRIAL TRADERS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE598F01014","501111","ZGOLDINV","GOLD ROCK INVESTMENTS LTD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE027A07012","959872","659RCFL25","RCFL6595825PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE403Q07DR9","938866","KFL31","KFL27131NCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE258M01011","533896","FERVENTSYN","FERVENT SYNERGIES LTD","16.3","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08AR8","958332","892NABAR33","NABARD892211033PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE065507241","959887","1175AFI25","AFIL11751725","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE065507258","959888","1225AFI25","AFIL122524725","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE065507282","959891","1225AFI26A","AFIL122514426","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08KZ2","959894","705PFC30","PFCL7059830PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08LA3","959895","720PFC35","PFCL72010835PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE644U01015","501144","PEOPLIN","PEOPLES INVESTMENTS LTD","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE422D01012","501148","DSINVEST","DALAL STREET INVESTMENTS LTD","461.85","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE660C01027","501150","CENTRUM","CENTRUM CAPITAL LTD","39.21","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE524U01019","501151","KARTKIN","KARTIK INVESTMENTS TRUST LTD","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE774D07US3","974700","830MMFSL26","MMFSL83023326PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062A08231","959916","680SBI35","SBI68021835PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE348L07183","975528","MFSLMCLR28","MFSL3 MONTHS BANK MCLR2132","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE480M01011","533941","THOMASCOTT","THOMAS SCOTT INDIA LIMITED","275.95","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08DB5","959947","725REC30","RECL72530923PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE860H07HS8","973731","640ABFL25","ABFL640220725PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE482B01010","533982","TERASOFT","TERA SOFTWARE LTD","77.73","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062A08249","959974","774SBIPER","SBI774PERPETUALPVT","1047461.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE906B07IF7","959978","714NHAI40","NHAI71410940PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE860H08DK2","957634","945ABFL25","ABFL9459125PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07554","935508","727PFCL30","PFC7272A171030BOND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE911B01018","501242","TCIFINANCE","TCI FINANCE LTD","17.58","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE153A08147","974703","775MTNL33","MTNL77524333PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08LC9","960004","704PFCL30","PFCL704161230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E07562","935510","752PFCL30","PFC7522B171030BOND","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE567L01017","501261","KRATOSENER","KRATOS ENERGY  INFRASTRUCTURE","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE825M01017","501270","ANTARIKSH","ANTARIKSH INDUSTRIES LIMITED","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062A08256","960026","624SBI30","SBI62421930PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE134E08LD7","960031","650PFCL25","PFCL65017925PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE428Q08073","960033","1250SSFB27","SSFBL12507427PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I07EV6","960037","715LTF24","LTF71516924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE103D08021","960039","679BSNL30","BSNL67923930PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE793G01035","534060","PMCFIN","PMC FINCORP LIMITED","4.4","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE241F01011","534063","FUTSOL","FUTURISTIC SOLUTIONS LTD","100.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE123D01024","534064","AIML","ALLIANCE INTEGRATED METALIKS L","93.09","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE620D01011","501298","INDPRUD","INDUSTRIAL  PRUDENTIAL INVEST","6458.1","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE672A01018","501301","TATAINVEST","TATA INVESTMENT CORPORATION LT","6556.9","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE743M01012","534076","RHIM","RHI MAGNESITA INDIA LIMITED","627.3","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691I08529","958338","91LTF28","LTF91000311028PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE998D01011","501311","JAYBHCR","JAYABHARAT CREDIT LTD","11.67","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE286N01028","501314","PRISMX","PRISMX GLOBAL VENTURES LIMITED","1.65","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07104","960070","77KFC26","KFC77STRPA14926PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07112","960072","77KFC27","KFC77STRPB14927PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07120","960073","77KFC28","KFC77STRPC14928PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0NT601018","543709","GARGI","PNGS GARGI FASHION JEWELLERY L","706.9","",,"0.05","250","EQUITY",,"BSE_EQ"
"BSE_EQ|INE745G01035","534091","MCX","MULTI COMMODITY EXCHANGE OF IN","3984.15","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07146","960076","77KFC30","KFC77STRPE14930PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE443L08131","960082","145BML27","BML14530927PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE883L01018","534109","PYXISFIN","PYXIS FINVEST LIMITED","0.0","",,"0.01","4000","EQUITY",,"BSE_EQ"
"BSE_EQ|INE861B01023","501343","MOTOGENFIN","MOTOR  GENERAL FINANCE LTD","43.43","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE154M01012","501351","RAPIDIN","RAPID INVESTMENTS LTD","0.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE850M07327","960111","1045NACL24","NACL104530924PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE007N08015","960116","990FFSL27","FFSL99030927PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE019A07431","960117","850JSW27","JSWSL850121027PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE153A08089","960121","705MTNL30","MTNL705111030PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE695D01021","501370","WALCHPF","WALCHAND PEOPLEFIRST LTD","260.8","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE839M01018","534139","SCHNEIDER","SCHNEIDER ELECTRIC INFRASTRUCT","921.7","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE127V07016","973760","682PSEPL24","PSEPL682311224PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE160A08167","960130","725PNB30A","PNB725141030PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE071G07389","960134","618IHFCL24","ICICIHFCL618181024PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE242A08486","960136","550IOCL25","IOCL550201025PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE094R01019","501386","ZSWASTSA","SWASTIK SAFE DEPOSIT  INVESTM","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE804I07E42","952885","980ECL2025","ECL98061025PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE855A01019","501391","WHBRADY","WHBRADY  COLTD","619.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062A08264","960145","583SBI30","SBI583261030PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE127V07040","973763","775PSEPL31","PSEPL775311231PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE742F07460","959432","85APSEZ30","APSEZL85012430PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AD3","960150","81LTF32","LTF81CSTRPPS2311032PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AE1","960151","81LTF33","LTF81CSTRPPS3211033PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AF8","960152","81LTF34","LTF810CSTRPPS4211034PV","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AG6","960153","81LTF35","LTF81CSTRPPS5191035PVT","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE244L08034","957381","845ICCL28","ICCL8455128PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08DF6","960160","585REC25","REC585201225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE883F07215","960161","81AHFL25","AHFL810201025PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE516Y07246","960167","932PCHFL30","PCHFL93211130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE121A08OL9","960168","93CIFC30","CIFC9341130PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE651J07804","960169","920JMCSL30","JMFCSL92011130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE314H01012","501421","TECHNVISN","TECHNVISION VENTURES LIMITED","2675.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE550L01013","534190","OLPCL","OLYMPIC CARDS LTD","3.52","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE151G01028","501423","SHAILY","SHAILY ENGINEERING PLASTICS LT","892.4","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE050A01025","501425","BBTC","BOMBAY BURMAH TRADING CORPLTD","2054.0","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE691K01017","501430","BOMBCYC","BOMBAY CYCLE  MOTOR AGENCY LT","1946.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE071G08AI8","960183","75IHFCL30","IHFCL7581130PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B07JQ2","935540","714REC25","REC71451125S1BNCD","1060.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B07JR0","935542","709REC30","REC70951130S2ANCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE040A08344","951927","845HDFC25","HDFCBANK84531325PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE224A01026","501455","GREAVESCOT","GREAVES COTTON LTD","156.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE999H07033","960212","7LKCPL26","LKCPL700261026PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07161","974710","890KFC30","KFC89029330PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE416S07035","960217","1480BHHP24","BHHPL1480261024PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE071G07405","960225","618IHF25","IHF61820525PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE071G07397","960226","707IHF30","IHF707201130PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE003F01015","501477","MULLER","MULLER  PHIPPS INDIA LTD","291.25","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE02ZA01012","501479","SFTL","SPRINGFORM TECHNOLOGY LIMITED","0.0","",,"0.01","50","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08CL7","960232","659NABAR35","NABARD659121135PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE062A08272","960238","773SBIPERP","SBI773PERPAT1PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AH4","960240","795LTF31","LTF795DSTRPPS1251131PV","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AI2","960241","795LTF32","LTF795DSTRPPS2251132PV","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AJ0","960242","795LTF33","LTF795DSTRPPS3251133PV","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AK8","960243","795LTF34","LTF795DSTRPPS4241134PV","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE235P07AL6","960244","795LTF35","LTF795DSTRPPS5231135PV","0.0","",,"0.01","5","EQUITY",,"BSE_EQ"
"BSE_EQ|INE261F08CO1","960248","642NABAR30","NABARD642251130PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE059901020","543715","IEL","INDIABULLS ENTERPRISES LIMITED","11.86","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE752E07OG5","956797","720PGCIL27","PGCIL7209827PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE601U08168","960265","975TMFLPER","TMFL975PERP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE523H07BH8","960267","865JMFPL30","JMFPL86531230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE818F07187","974712","890KFC32","KFC89031332PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE860H08DM8","957636","925ABFL25A","ABFL92511725PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE572O07IB9","973786","EELGSEC25B","ECEGSEC14825PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE04Q907082","960473","DCCLNIFT26","DCCLNIFTY10226PVT","0.0","",,"0.01","2","EQUITY",,"BSE_EQ"
"BSE_EQ|INE095N01031","534309","NBCC","NBCC INDIA LIMITED","188.45","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE472M01018","534312","MTEDUCARE","MT EDUCARE LTD","3.34","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE0CZT07010","960297","6ARPL30","ARPL691230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE457A08068","960309","775BOM30","BOM775131230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE750M01017","534328","HEXATRADEX","HEXA TRADEX LTD","174.5","",,"0.05","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE020B08DH2","960313","581REC25","REC581311225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE879F14IZ1","727027","IFPL130524","IFPL12824CP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE242A08502","973792","614IOCL27","IOCL61418227PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE393F01010","534338","MAXHEIGHTS","MAXHEIGHTS INFRASTRUCTURE LTD","70.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE950O08196","960323","79MRHFL30","MRHFL79161230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE365D08018","958291","8AHL38","AHL828938PVT","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE504L07CE5","960336","RFLNIFT25","RFLNIFTY7125NCD","0.0","",,"0.01","10","EQUITY",,"BSE_EQ"
"BSE_EQ|INE153A08097","960337","685MTNL30","MTNL685201230PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE601U08176","960338","96TMFLPERP","TMFL96PERP","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE053F07793","935566","707IRFC25","IRFC707211225TAXFREENCD","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
"BSE_EQ|INE018E08227","960346","6SCPSL25","SCPSL6221225PVT","0.0","",,"0.01","1","EQUITY",,"BSE_EQ"
